Symbol	Description	Chromosome	Aliases
SNHG1	small nucleolar RNA host gene 1	11	LINC00057, NCRNA00057, U22HG, UHG, lncRNA16
SNHG12	small nucleolar RNA host gene 12	1	ASLNC04080, C1orf79, LINC00100, NCRNA00100, PNAS-123
SNHG16	small nucleolar RNA host gene 16	17	Nbla10727, Nbla12061, ncRAN
SNHG20	small nucleolar RNA host gene 20	17	C17orf86, LINC00338, NCRNA00338, SCARNA16HG
SNHG5	small nucleolar RNA host gene 5	6	C6orf160, LINC00044, NCRNA00044, U50HG
SNHG6	small nucleolar RNA host gene 6	8	HBII-276HG, NCRNA00058, U87HG
SNHG7	small nucleolar RNA host gene 7	9	NCRNA00061
SNIP1	Smad nuclear interacting protein 1	1	PML1, PMRED
SNORA55	small nucleolar RNA, H/ACA box 55	1	ACA55
SNORA74B	small nucleolar RNA, H/ACA box 74B	5	U19-2
SNORD125	small nucleolar RNA, C/D box 125	22	
SNORD50A	small nucleolar RNA, C/D box 50A	6	RNU50, U50
SNORD50B	small nucleolar RNA, C/D box 50B	6	U50', U50B
SNPH	syntaphilin	20	
SNRK	SNF related kinase	3	HSNFRK
SNRNP200	small nuclear ribonucleoprotein U5 subunit 200	2	ASCC3L1, BRR2, HELIC2, RP33, U5-200KD
SNTA1	syntrophin alpha 1	20	LQT12, SNT1, TACIP1, dJ1187J4.5
SNTB1	syntrophin beta 1	8	59-DAP, A1B, BSYN2, DAPA1B, SNT2, SNT2B1, TIP-43
SNW1	SNW domain containing 1	14	Bx42, FUN20, NCOA-62, PRPF45, Prp45, SKIIP, SKIP, SKIP1
SNX1	sorting nexin 1	15	HsT17379, VPS5
SNX16	sorting nexin 16	8	
SNX17	sorting nexin 17	2	
SNX3	sorting nexin 3	6	Grd19, MCOPS8, SDP3
SNX32	sorting nexin 32	11	SNX6B
SNX9	sorting nexin 9	6	SDP1, SH3PX1, SH3PXD3A, WISP
SOCS1	suppressor of cytokine signaling 1	16	CIS1, CISH1, JAB, SOCS-1, SSI-1, SSI1, TIP-3, TIP3
SOCS2	suppressor of cytokine signaling 2	12	CIS2, Cish2, SOCS-2, SSI-2, SSI2, STATI2
SOCS3	suppressor of cytokine signaling 3	17	ATOD4, CIS3, Cish3, SOCS-3, SSI-3, SSI3
SOCS4	suppressor of cytokine signaling 4	14	SOCS7
SOCS5	suppressor of cytokine signaling 5	2	CIS6, CISH6, Cish5, SOCS-5
SOCS6	suppressor of cytokine signaling 6	18	CIS-4, CIS4, HSPC060, SOCS-4, SOCS-6, SOCS4, SSI4, STAI4, STATI4
SOCS7	suppressor of cytokine signaling 7	17	NAP4, NCKAP4
SOD1	superoxide dismutase 1	21	ALS, ALS1, HEL-S-44, IPOA, SOD, hSod1, homodimer
SOD2	superoxide dismutase 2	6	IPO-B, IPOB, MNSOD, MVCD6, Mn-SOD
SOD3	superoxide dismutase 3	4	EC-SOD
SOHLH2	spermatogenesis and oogenesis specific basic helix-loop-helix 2	13	SOSF2, SPATA28, TEB1, bHLHe81
SON	SON DNA binding protein	21	BASS1, C21orf50, DBP-5, NREBP3, TOKIMS, SON
SORBS2	sorbin and SH3 domain containing 2	4	ARGBP2, PRO0618
SORD	sorbitol dehydrogenase	15	HEL-S-95n1, SORD
SORL1	sortilin related receptor 1	11	C11orf32, LR11, LRP9, SORLA, SorLA-1, gp250
SORT1	sortilin 1	1	Gp95, LDLCQ6, NT3, NTR3
SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	2	GF1, GGF1, GINGF, HGF, NS4, SOS-1
SOST	sclerostin	17	CDD, DAND61, VBCH, SOST
SOSTDC1	sclerostin domain containing 1	7	CDA019, DAND7, ECTODIN, USAG1
SOX1	SRY-box 1	13	
SOX11	SRY-box 11	2	MRD27
SOX14	SRY-box 14	3	SOX28
SOX15	SRY-box 15	17	SOX20, SOX26, SOX27
SOX17	SRY-box 17	8	VUR3
SOX18	SRY-box 18	20	HLTRS, HLTS
SOX2	SRY-box 2	3	ANOP3, MCOPS3
SOX2-OT	SOX2 overlapping transcript	3	NCRNA00043, SOX2OT
SOX3	SRY-box 3	X	GHDX, MRGH, PHP, PHPX, SOXB
SOX30	SRY-box 30	5	
SOX4	SRY-box 4	6	EVI16
SOX5	SRY-box 5	12	L-SOX5, L-SOX5B, L-SOX5F, LAMSHF
SOX6	SRY-box 6	11	HSSOX6, SOXD
SOX7	SRY-box 7	8	
SOX8	SRY-box 8	16	
SOX9	SRY-box 9	17	CMD1, CMPD1, SRA1, SRXX2, SRXY10
SP1	Sp1 transcription factor	12	
SP2	Sp2 transcription factor	17	
SP3	Sp3 transcription factor	2	SPR2
SP4	Sp4 transcription factor	7	HF1B, SPR-1
SP8	Sp8 transcription factor	7	BTD
SPA17	sperm autoantigenic protein 17	11	CT22, SP17, SP17-1
SPA17P1	sperm autoantigenic protein 17 pseudogene 1	10	Sp17-2
SPACA3	sperm acrosome associated 3	17	ALLP17, CT54, LYC3, LYZC, LYZL3, SLLP1
SPAG1	sperm associated antigen 1	8	CILD28, CT140, HEL-S-268, HSD-3.8, SP75, TPIS
SPAG4	sperm associated antigen 4	20	CT127, SUN4
SPAG5	sperm associated antigen 5	17	DEEPEST, MAP126, hMAP126
SPAG9	sperm associated antigen 9	17	CT89, HLC-6, HLC4, HLC6, JIP-4, JIP4, JLP, PHET, PIG6
SPANXA1	sperm protein associated with the nucleus, X-linked, family member A1	X	CT11.1, NAP-X, SPAN-X, SPAN-Xa, SPAN-Xb, SPANX, SPANX-A
SPANXA2	SPANX family member A2	X	CT11.1, SPANX, SPANX-A, SPANXA
SPANXB1	SPANX family member B1	X	B1, CT11.2, SPANX-B, SPANXB, SPANXB2, SPANXF1, SPANXF2
SPANXC	SPANX family member C	X	C, CT11.3, CTp11, SPANX-C, SPANX-E, SPANXE
SPANXD	SPANX family member D	X	CT11.4, SPANX-C, SPANX-D, SPANX-E, SPANXE, dJ171K16.1
SPANXN1	SPANX family member N1	X	CT11.6
SPANXN2	SPANX family member N2	X	CT11.7, SPANX-N2
SPANXN3	SPANX family member N3	X	CT11.8, SPANX-N3
SPANXN4	SPANX family member N4	X	CT11.9
SPANXN5	SPANX family member N5	X	CT11.10, SPANX-N5
SPARC	secreted protein acidic and cysteine rich	5	BM-40, OI17, ON
SPARCL1	SPARC like 1	4	MAST 9, MAST9, PIG33, SC1
SPART	spartin	13	SPG20, TAHCCP1
SPATA16	spermatogenesis associated 16	3	NYD-SP12, SPGF6
SPATA18	spermatogenesis associated 18	4	Mieap, SPETEX1
SPATA19	spermatogenesis associated 19	11	CT132, SPAS1, spergen1
SPATA2	spermatogenesis associated 2	20	PD1, PPP1R145, tamo
SPC24	SPC24, NDC80 kinetochore complex component	19	SPBC24
SPC25	SPC25, NDC80 kinetochore complex component	2	AD024, SPBC25, hSpc25
SPDEF	SAM pointed domain containing ETS transcription factor	6	PDEF, bA375E1.3
SPDYA	speedy/RINGO cell cycle regulator family member A	2	RINGO3, RINGOA, SPDY1, SPY1
SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	17	CYTSB, HCMOGT-1, HCMOGT1, NSP
SPEF2	sperm flagellar 2	5	CT122, KPL2
SPEN	spen family transcriptional repressor	1	HIAA0929, MINT, RBM15C, SHARP
SPHK1	sphingosine kinase 1	17	SPHK
SPHK2	sphingosine kinase 2	19	SK 2, SK-2, SPK 2, SPK-2
SPIB	Spi-B transcription factor	19	SPI-B
SPICE1	spindle and centriole associated protein 1	3	CCDC52, SPICE
SPIDR	scaffolding protein involved in DNA repair	8	KIAA0146
SPIN1	spindlin 1	9	SPIN, TDRD24
SPINK1	serine peptidase inhibitor, Kazal type 1	5	PCTT, PSTI, Spink3, TATI, TCP
SPINK14	serine peptidase inhibitor, Kazal type 14 (putative)	5	SPINK5L2
SPINK5	serine peptidase inhibitor, Kazal type 5	5	LEKTI, LETKI, NETS, NS, VAKTI
SPINK7	serine peptidase inhibitor, Kazal type 7 (putative)	5	ECG2, ECRG2
SPINT1	serine peptidase inhibitor, Kunitz type 1	15	HAI, HAI1, MANSC2
SPINT2	serine peptidase inhibitor, Kunitz type 2	19	DIAR3, HAI-2, HAI2, Kop, PB
SPN	sialophorin	16	CD43, GALGP, GPL115, LSN
SPNS2	sphingolipid transporter 2	17	
SPO11	SPO11, initiator of meiotic double stranded breaks	20	CT35, SPATA43, TOPVIA
SPOCK1	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 1	5	SPOCK, TESTICAN, TIC1
SPON2	spondin 2	4	DIL-1, DIL1, M-SPONDIN, MINDIN
SPOP	speckle type BTB/POZ protein	17	BTBD32, TEF2
SPP1	secreted phosphoprotein 1	4	BNSP, BSPI, ETA-1, OPN
SPP2	secreted phosphoprotein 2	2	SPP-244, SPP2
SPRED1	sprouty related EVH1 domain containing 1	15	NFLS, PPP1R147, hSpred1, spred-1
SPRED2	sprouty related EVH1 domain containing 2	2	Spred-2
SPRY1	sprouty RTK signaling antagonist 1	4	hSPRY1
SPRY2	sprouty RTK signaling antagonist 2	13	IGAN3, hSPRY2
SPRY4	sprouty RTK signaling antagonist 4	5	HH17
SPRY4-IT1	SPRY4 intronic transcript 1	5	SPRIGHTLY
SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	1	SSB-1, SSB1
SPSB2	splA/ryanodine receptor domain and SOCS box containing 2	12	GRCC9, SSB2
SPTBN1	spectrin beta, non-erythrocytic 1	2	ELF, HEL102, SPTB2, betaSpII
SPTLC1	serine palmitoyltransferase long chain base subunit 1	9	HSAN1, HSN1, LBC1, LCB1, SPT1, SPTI
SQLE	squalene epoxidase	8	
SQSTM1	sequestosome 1	5	A170, DMRV, FTDALS3, NADGP, OSIL, PDB3, ZIP3, p60, p62, p62B
SRA1	steroid receptor RNA activator 1	5	SRA, SRAP, STRAA1, pp7684
SRARP	steroid receptor associated and regulated protein	1	C1orf64, ERRF
SRC	SRC proto-oncogene, non-receptor tyrosine kinase	20	ASV1, THC6, c-SRC, p60-Src, SRC
SRCAP	Snf2 related CREBBP activator protein	16	DOMO1, EAF1, FLHS, SWR1
SRCIN1	SRC kinase signaling inhibitor 1	17	P140, SNIP
SRD5A1	steroid 5 alpha-reductase 1	5	S5AR 1
SRD5A2	steroid 5 alpha-reductase 2	2	
SRD5A3	steroid 5 alpha-reductase 3	4	CDG1P, CDG1Q, KRIZI, SRD5A2L, SRD5A2L1
SREBF1	sterol regulatory element binding transcription factor 1	17	SREBP1, bHLHd1
SREBF2	sterol regulatory element binding transcription factor 2	22	SREBP-2, SREBP2, bHLHd2
SRF	serum response factor	6	MCM1
SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	12	ARHGAP13, NMTC2
SRGN	serglycin	10	PPG, PRG, PRG1
SRI	sorcin	7	CP-22, CP22, SCN, V19
SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	20	C20orf148, PTK70, SRM, dJ697K14.1
SRP9	signal recognition particle 9	1	ALURBP
SRPK1	SRSF protein kinase 1	6	SFRSK1
SRPK2	SRSF protein kinase 2	7	SFRSK2
SRPRB	SRP receptor beta subunit	3	APMCF1
SRPX	sushi repeat containing protein, X-linked	X	DRS, ETX1, HEL-S-83p1, SRPX
SRPX2	sushi repeat containing protein, X-linked 2	X	BPP, CBPS, PMGX, RESDX, SRPUL
SRRM1P1	serine/arginine repetitive matrix 1 pseudogene 1	8	SRRM1L, SRRM1P
SRRM4	serine/arginine repetitive matrix 4	12	KIAA1853, MU-MB-2.76, nSR100
SRSF1	serine and arginine rich splicing factor 1	17	ASF, SF2, SF2p33, SFRS1, SRp30a
SRSF10	serine and arginine rich splicing factor 10	1	FUSIP1, FUSIP2, NSSR, PPP1R149, SFRS13, SFRS13A, SRp38, SRrp40, TASR, TASR1, TASR2
SRSF10P2	serine and arginine rich splicing factor 10 pseudogene 2	20	FUSIP1P2, SFRS13AP2, dJ836E8.1, pFUSIP1
SRSF2	serine and arginine rich splicing factor 2	17	PR264, SC-35, SC35, SFRS2, SFRS2A, SRp30b
SRSF3	serine and arginine rich splicing factor 3	6	SFRS3, SRp20
SRSF5	serine and arginine rich splicing factor 5	14	HRS, SFRS5, SRP40
SRSF6	serine and arginine rich splicing factor 6	20	B52, HEL-S-91, SFRS6, SRP55
SRSF7	serine and arginine rich splicing factor 7	2	9G8, AAG3, SFRS7
SRSF9	serine and arginine rich splicing factor 9	12	SFRS9, SRp30c
SRXN1	sulfiredoxin 1	20	C20orf139, Npn3, SRX, SRX1
SRY	sex determining region Y	Y	SRXX1, SRXY1, TDF, TDY
SS18	SS18, nBAF chromatin remodeling complex subunit	18	SSXT, SYT
SSB	Sjogren syndrome antigen B	2	LARP3, La, La/SSB
SSBP2	single stranded DNA binding protein 2	5	HSPC116, SOSS-B2
SSBP4	single stranded DNA binding protein 4	19	
SSPN	sarcospan	12	DAGA5, KRAG, NSPN, SPN1, SPN2
SSRP1	structure specific recognition protein 1	11	FACT, FACT80, T160
SSSCA1	Sjogren syndrome/scleroderma autoantigen 1	11	p27
SST	somatostatin	3	SMST
SSTR1	somatostatin receptor 1	14	SRIF-2, SS-1-R, SS1-R, SS1R
SSTR2	somatostatin receptor 2	17	
SSTR3	somatostatin receptor 3	22	SS-3-R, SS3-R, SS3R, SSR-28
SSTR4	somatostatin receptor 4	20	SS-4-R, SS4-R, SS4R
SSTR5	somatostatin receptor 5	16	SS-5-R
SSX1	SSX family member 1	X	CT5.1, SSRC
SSX2	SSX family member 2	X	CT5.2, CT5.2A, HD21, HOM-MEL-40, SSX
SSX2B	SSX family member 2B	X	CT5.2, CT5.2b, HOM-MEL-40, SSX
SSX2IP	SSX family member 2 interacting protein	1	ADIP, hMsd1
SSX3	SSX family member 3	X	CT5.3
SSX4	SSX family member 4	X	CT5.4
SSX4B	SSX family member 4B	X	CT5.4
SSX5	SSX family member 5	X	
SSX6	SSX family member 6, pseudogene	X	SSX6P, SSXP2, dJ54B20.1, psiSSX2
SSX7	SSX family member 7	X	
SSX9	SSX family member 9, pseudogene	X	SSX9P
ST13	ST13, Hsp70 interacting protein	22	AAG2, FAM10A1, FAM10A4, HIP, HOP, HSPABP, HSPABP1, P48, PRO0786, SNC6
ST14	suppression of tumorigenicity 14	11	ARCI11, HAI, MT-SP1, MTSP1, PRSS14, SNC19, TADG15, TMPRSS14
ST18	ST18, C2H2C-type zinc finger	8	NZF3, ZC2H2C3, ZC2HC10, ZNF387
ST2	suppression of tumorigenicity 2	11	
ST20	suppressor of tumorigenicity 20	15	HCCS-1
ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	8	Gal-NAc6S, SIAT4A, SIATFL, ST3GalA, ST3GalA.1, ST3GalIA, ST3GalIA,1, ST3O
ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	1	EIEE15, MRT12, SIAT6, ST3GALII, ST3Gal III, ST3GalIII, ST3N
ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	11	CGS23, NANTA3, SAT3, SIAT4, SIAT4C, ST-4, ST3GalA.2, ST3GalIV, STZ, gal-NAc6S
ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	3	SIAT10, ST3GALVI
ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	3	SIAT1, ST6GalI, ST6N
ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	17	HSY11339, SIAT7A, ST6GalNAcI, STYI
ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	17	SAITL1, SIAT7, SIAT7B, SIATL1, ST6GalNAII, STHM
ST7	suppression of tumorigenicity 7	7	ETS7q, FAM4A, FAM4A1, HELG, RAY1, SEN4, TSG7
ST7L	suppression of tumorigenicity 7 like	1	FAM4B, ST7R, STLR
ST8	suppression of tumorigenicity 8 (ovarian)	6	OVC, OVCS
ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	12	GD3S, SIAT8, SIAT8-A, SIAT8A, ST8SiaI
ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	15	HsT19690, SIAT8-B, SIAT8B, ST8SIA-II, ST8SiaII, STX
ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	5	PST, PST1, SIAT8D, ST8SIA-IV
ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	10	SIA8F, SIAT8-F, SIAT8F, ST8SIA-VI, ST8SiaVI
STAB1	stabilin 1	3	CLEVER-1, FEEL-1, FELE-1, FEX1, SCARH2, STAB-1
STAG1	stromal antigen 1	3	MRD47, SA1, SCC3A
STAG2	stromal antigen 2	X	SA-2, SA2, SCC3B, bA517O1.1
STAG3	stromal antigen 3	7	
STAM2	signal transducing adaptor molecule 2	2	HbpA, STAM2B, STAM2
STAP2	signal transducing adaptor family member 2	19	BKS
STAR	steroidogenic acute regulatory protein	8	STARD1
STARD10	StAR related lipid transfer domain containing 10	11	CGI-52, NY-CO-28, PCTP2, SDCCAG28
STARD13	StAR related lipid transfer domain containing 13	13	ARHGAP37, DLC2, GT650, LINC00464
STARD3	StAR related lipid transfer domain containing 3	17	CAB1, MLN64, es64
STARD8	StAR related lipid transfer domain containing 8	X	ARHGAP38, DLC3, STARTGAP3
STARD9	StAR related lipid transfer domain containing 9	15	KIF16A
STAT1	signal transducer and activator of transcription 1	2	CANDF7, IMD31A, IMD31B, IMD31C, ISGF-3, STAT91
STAT2	signal transducer and activator of transcription 2	12	IMD44, ISGF-3, P113, STAT113
STAT3	signal transducer and activator of transcription 3	17	ADMIO, ADMIO1, APRF, HIES
STAT4	signal transducer and activator of transcription 4	2	SLEB11
STAT5A	signal transducer and activator of transcription 5A	17	MGF, STAT5
STAT5B	signal transducer and activator of transcription 5B	17	STAT5
STAT6	signal transducer and activator of transcription 6	12	D12S1644, IL-4-STATB, STAT6C, STAT6
STC1	stanniocalcin 1	8	STC
STC2	stanniocalcin 2	5	STC-2, STCRP
STEAP1	STEAP family member 1	7	PRSS24, STEAP
STEAP1B	STEAP family member 1B	7	
STEAP2	STEAP2 metalloreductase	7	IPCA1, PCANAP1, PUMPCn, STAMP1, STMP
STEAP4	STEAP4 metalloreductase	7	STAMP2, SchLAH, TIARP, TNFAIP9
STIL	STIL, centriolar assembly protein	1	MCPH7, SIL
STIM1	stromal interaction molecule 1	11	D11S4896E, GOK, IMD10, STRMK, TAM, TAM1
STIM2	stromal interaction molecule 2	4	
STIP1	stress induced phosphoprotein 1	11	HEL-S-94n, HOP, IEF-SSP-3521, P60, STI1, STI1L
STK11	serine/threonine kinase 11	19	LKB1, PJS, hLKB1
STK17A	serine/threonine kinase 17a	7	DRAK1
STK17B	serine/threonine kinase 17b	2	DRAK2
STK19	serine/threonine kinase 19	6	D6S60, D6S60E, G11, HLA-RP1, RP1
STK24	serine/threonine kinase 24	13	HEL-S-95, MST3, MST3B, STE20, STK3
STK25	serine/threonine kinase 25	2	SOK1, YSK1
STK26	serine/threonine kinase 26	X	MASK, MST4
STK3	serine/threonine kinase 3	8	KRS1, MST2
STK31	serine/threonine kinase 31	7	SGK396, TDRD8
STK33	serine/threonine kinase 33	11	
STK39	serine/threonine kinase 39	2	DCHT, PASK, SPAK
STK4	serine/threonine kinase 4	20	KRS2, MST1, YSK3
STMN1	stathmin 1	1	C1orf215, LAP18, Lag, OP18, PP17, PP19, PR22, SMN
STMN2	stathmin 2	8	SCG10, SCGN10
STMN3	stathmin 3	20	SCLIP
STOM	stomatin	9	BND7, EPB7, EPB72
STOML2	stomatin like 2	9	HSPC108, SLP-2
STRADA	STE20-related kinase adaptor alpha	17	LYK5, NY-BR-96, PMSE, STRAD, Stlk
STRAP	serine/threonine kinase receptor associated protein	12	MAWD, PT-WD, UNRIP
STRIP1	striatin interacting protein 1	1	FAM40A, FAR11A
STRIP2	striatin interacting protein 2	7	FAM40B, FAR11B
STRN	striatin	2	PPP2R6A, SG2NA1, STRN
STRN3	striatin 3	14	PPP2R6B, S/G2NA, SG2NA
STRN4	striatin 4	19	PPP2R6C, ZIN, zinedin
STS	steroid sulfatase	X	ARSC, ARSC1, ASC, ES, SSDD, XLI
STUB1	STIP1 homology and U-box containing protein 1	16	CHIP, HSPABP2, NY-CO-7, SCAR16, SDCCAG7, UBOX1
STX18	syntaxin 18	4	Ufe1
STX1A	syntaxin 1A	7	HPC-1, P35-1, STX1, SYN1A
STX2	syntaxin 2	12	EPIM, EPMA, STX2B, STX2C, STX2
STXBP4	syntaxin binding protein 4	17	Synip
STYK1	serine/threonine/tyrosine kinase 1	12	NOK, SuRTK106
STYX	serine/threonine/tyrosine interacting protein	14	
SUB1	SUB1 homolog, transcriptional regulator	5	P15, PC4, p14
SUCLA2	succinate-CoA ligase ADP-forming beta subunit	13	A-BETA, A-SCS, MTDPS5, SCS-betaA
SUDS3	SDS3 homolog, SIN3A corepressor complex component	12	SAP45, SDS3
SUFU	SUFU negative regulator of hedgehog signaling	10	JBTS32, PRO1280H, SUFUXL, SUFU
SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	13	SGT1
SULF1	sulfatase 1	8	SULF-1
SULF2	sulfatase 2	20	HSULF-2
SULT1A1	sulfotransferase family 1A member 1	16	HAST1/HAST2, P-PST, PST, ST1A1, ST1A3, STP, STP1, TSPST1
SULT1A2	sulfotransferase family 1A member 2	16	HAST4, P-PST, ST1A2, STP2, TSPST2
SULT1E1	sulfotransferase family 1E member 1	4	EST, EST-1, ST1E1, STE
SULT2A1	sulfotransferase family 2A member 1	19	DHEA-ST, DHEAS, HST, ST2, ST2A1, ST2A3, STD, hSTa
SULT2B1	sulfotransferase family 2B member 1	19	ARCI14, HSST2
SUMO1	small ubiquitin-like modifier 1	2	DAP1, GMP1, OFC10, PIC1, SENP2, SMT3, SMT3C, SMT3H3, UBL1
SUMO1P3	SUMO1 pseudogene 3	1	
SUN1	Sad1 and UNC84 domain containing 1	7	UNC84A
SUN2	Sad1 and UNC84 domain containing 2	22	UNC84B
SUPT20H	SPT20 homolog, SAGA complex component	13	C13, C13orf19, FAM48A, FP757, P38IP, SPT20
SUPT6H	SPT6 homolog, histone chaperone	17	SPT6, SPT6H, emb-5
SURF6	surfeit 6	9	RRP14
SUSD2	sushi domain containing 2	22	BK65A6.2
SUSD3	sushi domain containing 3	9	
SUSD4	sushi domain containing 4	1	PRO222
SUSD6	sushi domain containing 6	14	DRAGO, KIAA0247
SUV39H1	suppressor of variegation 3-9 homolog 1	X	H3-K9-HMTase 1, KMT1A, MG44, SUV39H
SUV39H2	suppressor of variegation 3-9 homolog 2	10	KMT1B
SUZ12	SUZ12 polycomb repressive complex 2 subunit	17	CHET9, JJAZ1
SV2A	synaptic vesicle glycoprotein 2A	1	SV2
SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	9	C9orf13, CCP22, POLYDOM, SEL-OB, SELOB
SYCE1	synaptonemal complex central element protein 1	10	C10orf94, CT76, POF12, SPGF15
SYCN	syncollin	19	INSSA1, SYL
SYCP1	synaptonemal complex protein 1	1	CT8, HOM-TES-14, SCP-1, SCP1
SYCP2	synaptonemal complex protein 2	20	SCP-2, SCP2
SYCP3	synaptonemal complex protein 3	12	COR1, RPRGL4, SCP3, SPGF4
SYF2	SYF2 pre-mRNA splicing factor	1	CBPIN, NTC31, P29, fSAP29
SYK	spleen associated tyrosine kinase	9	p72-Syk
SYMPK	symplekin	19	SPK, SYM
SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein	6	GRY-RBP, GRYRBP, HNRNPQ, HNRPQ1, NSAP1, PP68, hnRNP-Q
SYNE1	spectrin repeat containing nuclear envelope protein 1	6	8B, ARCA1, C6orf98, CPG2, EDMD4, KASH1, MYNE1, Nesp1, SCAR8, dJ45H2.2
SYNE2	spectrin repeat containing nuclear envelope protein 2	14	EDMD5, KASH2, NUA, NUANCE, Nesp2, Nesprin-2, SYNE-2, TROPH
SYNE3	spectrin repeat containing nuclear envelope family member 3	14	C14orf139, C14orf49, KASH3, LINC00341, NCRNA00341, NET53, Nesp3
SYNE3	spectrin repeat containing nuclear envelope family member 3	14	C14orf139, C14orf49, KASH3, LINC00341, NCRNA00341, NET53, Nesp3
SYNJ2	synaptojanin 2	6	INPP5H
SYNM	synemin	15	DMN, SYN
SYNPO2	synaptopodin 2	4	
SYNRG	synergin gamma	17	AP1GBP1, SYNG
SYP	synaptophysin	X	MRX96, MRXSYP
SYT6	synaptotagmin 6	1	sytVI
SYT7	synaptotagmin 7	11	IPCA-7, IPCA7, PCANAP7, SYT-VII, SYTVII
SYTL1	synaptotagmin like 1	1	JFC1, SLP1
SYTL2	synaptotagmin like 2	11	CHR11SYT, EXO4, PPP1R151, SGA72M, SLP2, SLP2A
SYTL5	synaptotagmin like 5	X	slp5
SYVN1	synoviolin 1	11	DER3, HRD1
TAB1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1	22	3'-Tab1, MAP3K7IP1
TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	6	CHTD2, MAP3K7IP2, TAB-2
TAB3	TGF-beta activated kinase 1 and MAP3K7 binding protein 3	X	MAP3K7IP3, NAP1
TAC1	tachykinin precursor 1	7	Hs.2563, NK2, NKNA, NPK, TAC2
TACC1	transforming acidic coiled-coil containing protein 1	8	Ga55
TACC2	transforming acidic coiled-coil containing protein 2	10	AZU-1, ECTACC
TACC3	transforming acidic coiled-coil containing protein 3	4	ERIC-1, ERIC1
TACR1	tachykinin receptor 1	2	NK1R, NKIR, SPR, TAC1R
TACR2	tachykinin receptor 2	10	NK2R, NKNAR, SKR, TAC2R
TACSTD2	tumor associated calcium signal transducer 2	1	EGP-1, EGP1, GA733-1, GA7331, GP50, M1S1, TROP2
TADA2A	transcriptional adaptor 2A	17	ADA2, ADA2A, KL04P, TADA2L, hADA2
TADA3	transcriptional adaptor 3	3	ADA3, NGG1, STAF54L, hADA3, TADA3
TAF1B	TATA-box binding protein associated factor, RNA polymerase I subunit B	2	MGC:9349, RAF1B, RAFI63, SL1, TAFI63
TAF1C	TATA-box binding protein associated factor, RNA polymerase I subunit C	16	MGC:39976, SL1, TAFI110, TAFI95
TAF4B	TATA-box binding protein associated factor 4b	18	SPGF13, TAF2C2, TAFII105
TAF7L	TATA-box binding protein associated factor 7 like	X	CT40, TAF2Q
TAGAP	T cell activation RhoGTPase activating protein	6	ARHGAP47, FKSG15, IDDM211, TAGAP
TAGLN	transgelin	11	SM22, SM22-alpha, SMCC1, WS3-10, TAGLN
TAGLN2	transgelin 2	1	HA1756
TAL2	TAL bHLH transcription factor 2	9	
TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	17	ROLSA, rols
TANK	TRAF family member associated NFKB activator	2	I-TRAF, ITRAF, TRAF2
TAP1	transporter 1, ATP binding cassette subfamily B member	6	ABC17, ABCB2, APT1, D6S114E, PSF-1, PSF1, RING4*0102N, TAP1N, TAP1
TAP2	transporter 2, ATP binding cassette subfamily B member	6	ABC18, ABCB3, APT2, D6S217E, PSF-2, PSF2, RING11
TAPBP	TAP binding protein	6	NGS17, TAPA, TPN, TPSN
TARBP1	TAR (HIV-1) RNA binding protein 1	1	TRM3, TRMT3, TRP-185, TRP185
TARBP2	TARBP2, RISC loading complex RNA binding subunit	12	LOQS, TRBP, TRBP1, TRBP2
TARDBP	TAR DNA binding protein	1	ALS10, TDP-43
TARP	TCR gamma alternate reading frame protein	7	CD3G, TCRG, TCRGC1, TCRGC2, TCRGV
TARS	threonyl-tRNA synthetase	5	ThrRS
TAS2R10	taste 2 receptor member 10	12	T2R10, TRB2
TAS2R14	taste 2 receptor member 14	12	T2R14, TRB1
